L,R,F,M,C
86,0,78,97688,0.744750123
42,0,69,122130,0.595677639
46,0,91,94399,0.770311126
28,0,56,99083,0.733522501
70,0,44,69243,1.048949208
84,0,72,92591,0.784232377
21,9,49,81119,0.894173991
23,0,37,107668,0.67363915
17,0,88,94053,0.770906191
83,0,84,101344,0.715400813
57,0,58,96418,0.751877658
100,0,60,107228,0.676071828
21,0,9,91224,0.794444444
19,5,11,95158,0.760999706
97,0,33,94251,0.76655558
103,1,72,108362,0.666644027
98,0,38,57045,1.265377684
20,4,27,72382,0.997066121
41,0,35,71526,1.008923608
105,0,84,94699,0.760778361
23,1,27,83430,0.863220664
43,2,55,91229,0.789220204
94,0,25,60909,1.181765256
99,2,24,104992,0.685569377
28,13,48,109680,0.65625
49,0,65,85774,0.838990253
87,0,67,107942,0.666477923
73,1,37,96596,0.744337447
38,0,68,49054,1.464808986
34,0,75,94885,0.756962955
92,0,78,95712,0.749861982
67,0,29,93670,0.766206897
54,0,61,91722,0.78226347
37,0,110,94212,0.761354286
84,2,26,50464,1.420586557
108,0,62,82613,0.867230581
108,0,61,97269,0.736404404
90,0,62,103017,0.695298834
97,1,53,93161,0.768521162
77,0,28,48681,1.470489719
94,0,67,105406,0.678681764
90,0,79,79187,0.902894036
114,0,26,74707,0.956791465
91,0,60,79936,0.893743995
73,0,47,85104,0.839405903
43,0,47,93009,0.767970626
108,0,47,69445,1.027577651
62,0,52,50564,1.410842497
18,0,12,86872,0.821038309
82,0,47,55930,1.275212587
30,0,64,95009,0.750668147
109,0,50,91885,0.776086957
21,2,11,79822,0.892701511
69,0,49,95617,0.745036761
78,0,43,76616,0.929799128
89,0,59,93989,0.757864857
85,0,89,97760,0.728606997
111,1,50,66551,1.070130276
65,0,60,59525,1.19527963
35,0,50,86754,0.820040344
48,0,60,102459,0.694059575
72,0,67,94955,0.748769944
52,0,40,56236,1.264161391
71,0,46,51348,1.38430046
32,0,82,83895,0.847254187
95,1,56,91642,0.775610746
46,0,9,110088,0.645555556
80,4,28,48738,1.457490254
49,1,65,105426,0.673428376
16,0,39,57173,1.241211236
63,0,63,90448,0.784394016
54,2,17,60715,1.166852837
47,0,8,75179,0.942246505
107,0,84,110523,0.640647015
77,0,37,90444,0.782823294
79,0,80,100267,0.706098218
90,0,45,82181,0.861073849
25,0,93,83778,0.84441154
73,0,44,51657,1.369228759
89,0,69,84501,0.835834606
57,0,82,97301,0.725362843
86,0,78,88944,0.792724074
55,0,69,98985,0.712019397
92,0,84,92064,0.765469565
78,0,64,104064,0.676593058
30,0,11,111496,0.630909091
64,0,87,99343,0.707182388
46,0,36,103715,0.677307911
75,1,58,93874,0.748080299
51,0,45,89241,0.786511917
36,0,78,82663,0.84868599
35,1,51,70410,0.996027411
72,0,81,94452,0.74244971
75,0,67,86831,0.807476938
95,0,83,93223,0.751684992
90,1,38,79321,0.88335611
43,0,47,79014,0.886655909
99,2,75,94837,0.738562797
26,0,50,91158,0.767943132
56,0,43,96346,0.726250389
102,0,103,98576,0.709802487
94,0,53,58456,1.196730703
73,0,59,106818,0.65477251
40,7,40,84144,0.831087778
39,0,92,90054,0.776382171
63,2,23,97363,0.718099175
38,0,74,75406,0.925861603
32,3,31,48504,1.439048326
80,0,66,104974,0.663684722
74,0,114,106887,0.651210811
30,1,8,97856,0.71
82,0,74,87556,0.793000365
47,0,74,95970,0.723339585
66,1,45,93363,0.74342941
79,1,19,67361,1.029754457
52,0,51,49694,1.395562442
106,2,9,64966,1.066327925
30,0,53,70959,0.976189208
37,0,63,89864,0.770572087
95,1,27,49859,1.388584408
57,0,39,101074,0.684744247
113,0,82,98222,0.704230722
79,1,52,99663,0.693893019
63,0,60,95528,0.72390922
24,0,15,102029,0.677207167
83,3,64,86680,0.796799954
102,0,128,122933,0.561786827
41,0,21,58554,1.179136865
95,2,49,74209,0.929462599
20,0,68,95591,0.721502024
97,0,52,89362,0.771647904
109,0,66,91139,0.756303449
73,0,43,56979,1.208202145
37,0,79,102497,0.671539069
92,0,88,95204,0.722804609
95,0,62,84141,0.817781462
97,0,76,106316,0.646832085
58,0,61,93582,0.734644483
104,2,63,108742,0.63222306
88,0,99,89194,0.770776846
85,0,59,96721,0.710553034
97,0,35,84602,0.812313302
78,0,93,93800,0.73240629
38,0,55,86833,0.790868449
25,0,50,86748,0.791493983
23,0,83,119272,0.575621269
42,0,54,87334,0.785793276
81,0,67,99876,0.686488346
37,3,44,78334,0.872087599
27,0,71,83498,0.817774438
54,2,8,97856,0.6975
109,0,67,107343,0.635725944
75,0,66,95500,0.714466492
26,0,37,49165,1.386588223
80,0,45,64879,1.050657223
72,0,88,82559,0.825079034
70,0,74,87838,0.77524067
88,3,55,83607,0.814324997
91,0,63,90250,0.7542841
63,0,96,106628,0.638373879
23,0,63,82060,0.82876639
80,0,66,86473,0.786464214
84,0,65,92968,0.731493094
14,5,9,89386,0.760529166
86,0,24,58285,1.166275543
101,0,38,47103,1.443096193
24,0,75,104980,0.647266622
65,0,42,82833,0.819982012
101,0,48,76188,0.890162362
44,0,84,79768,0.848358239
97,0,48,103296,0.655015683
97,0,38,90002,0.751680518
58,0,41,77675,0.870894754
53,0,59,80922,0.835233064
21,2,15,73334,0.920963128
104,0,50,89808,0.751963299
87,0,98,93582,0.720662841
55,0,70,72324,0.932417455
72,0,53,75761,0.890019799
69,3,23,47595,1.416268936
33,0,60,88340,0.762685873
55,1,34,84475,0.797343238
29,0,46,97431,0.690650512
85,0,66,96751,0.695424233
105,0,64,89491,0.751745539
88,0,58,49869,1.349008201
64,0,97,115517,0.582283647
32,2,50,83383,0.806665507
28,0,73,107221,0.62728915
95,0,63,101041,0.665195416
67,0,55,101325,0.663082359
24,0,83,101114,0.664267955
34,0,37,80277,0.836672397
20,0,54,59159,1.134827161
46,3,56,73248,0.91625
78,0,54,80811,0.830013488
53,0,77,94466,0.709930769
108,8,17,90438,0.741289723
58,0,61,99005,0.676810666
23,0,24,75020,0.892363636
93,2,25,77593,0.862744191
112,0,75,91756,0.729174768
41,0,62,87570,0.763990179
86,0,8,81088,0.825
27,0,47,108535,0.61626093
27,0,77,51017,1.310647431
86,0,93,78812,0.847757067
37,0,45,53533,1.247749239
63,0,84,92563,0.721065869
83,0,42,74786,0.892427995
95,0,31,53936,1.236860909
109,0,62,87482,0.762305046
80,0,27,46587,1.431428295
44,0,95,81511,0.818104182
111,0,65,88117,0.756427364
40,0,60,90460,0.736783661
32,0,33,83267,0.800237669
43,14,31,110216,0.60440544
82,0,54,88445,0.752916615
96,0,42,95736,0.695375825
88,0,69,74659,0.891297365
56,0,62,87599,0.759543488
81,0,57,96789,0.687300726
17,0,68,89790,0.74069863
17,0,128,98649,0.674043427
72,0,76,86218,0.771128999
23,0,67,103410,0.642522193
96,0,56,87501,0.759053039
55,1,63,86986,0.763462741
80,0,56,97831,0.678767262
110,0,76,94455,0.702813509
58,0,31,82520,0.804163718
83,0,70,88915,0.746303211
35,2,40,89451,0.741461247
43,0,86,81293,0.815594824
26,1,8,97856,0.6775
54,0,38,74979,0.884175169
93,0,75,82533,0.803243551
31,1,28,58744,1.128214286
29,0,58,92630,0.715125553
47,0,56,94125,0.703703373
26,0,66,104688,0.632428741
57,0,60,85396,0.774692023
85,0,108,76956,0.859564426
114,0,10,111243,0.594440819
21,1,21,85913,0.769594706
47,1,17,67111,0.985147442
39,0,71,78274,0.844210977
51,0,83,98330,0.671945286
80,2,42,96446,0.684900773
46,0,62,88828,0.743601004
18,0,32,118596,0.556829741
74,0,59,82148,0.803856089
99,0,45,75513,0.874336472
103,0,62,65751,1.00370367
60,1,61,96606,0.68244726
101,0,60,94677,0.69633966
81,3,25,99217,0.664036304
40,0,103,94561,0.696435211
96,1,64,80426,0.818625942
28,0,66,79955,0.822299043
57,0,53,55075,1.193531729
44,4,71,81869,0.802114353
82,0,43,53080,1.237156745
56,0,71,84420,0.77772471
18,0,48,78464,0.836235471
32,0,60,82184,0.798367322
25,0,34,84604,0.775308023
22,0,49,78459,0.835948457
39,0,43,93727,0.699716944
91,1,57,90166,0.726836612
111,0,81,91228,0.718119985
111,0,66,87963,0.744702659
80,0,33,84484,0.774850031
84,0,55,103053,0.635123674
98,3,10,89033,0.734781486
76,2,10,100784,0.648963923
28,1,34,87913,0.743807514
107,0,39,81039,0.804813608
94,0,50,96270,0.677380804
33,0,60,96998,0.671249716
81,0,116,83165,0.782612517
42,7,32,46488,1.400029255
46,0,74,99702,0.652215703
37,0,13,77042,0.844045975
65,2,28,47951,1.355540448
30,0,50,95085,0.683459957
78,0,71,91365,0.711231544
41,1,51,86803,0.748592215
112,0,63,91024,0.713542692
66,2,40,52906,1.227439421
98,0,64,89078,0.728870877
102,0,34,47751,1.35951645
84,0,45,80817,0.803222961
71,1,11,89648,0.724004216
73,0,39,83889,0.772683546
113,0,101,82033,0.789771921
90,2,10,98764,0.655965331
95,0,45,90950,0.712001649
65,1,46,88065,0.735062056
100,0,82,87360,0.740988782
66,8,11,90291,0.716932695
107,0,61,98900,0.654428514
82,0,30,83790,0.772333333
64,0,97,93299,0.693535086
104,0,88,87325,0.740870083
32,0,18,94550,0.683885246
81,2,43,99065,0.652629385
37,0,81,84659,0.763417239
37,0,25,84429,0.765015931
105,0,13,98379,0.65643674
77,1,71,76605,0.842243326
90,0,91,83244,0.774857888
68,0,76,74101,0.870106206
55,0,48,93831,0.68701783
39,0,9,110088,0.585555556
21,0,59,98344,0.655315017
96,1,28,80963,0.795878735
18,0,26,50024,1.28795738
92,9,18,94161,0.684170092
65,1,23,47238,1.363048817
25,0,89,96608,0.666431351
22,0,43,93049,0.69179658
16,7,7,62686,1.026835338
40,2,25,44870,1.433750836
20,0,59,86620,0.742177442
95,0,53,86686,0.741590338
87,0,56,80865,0.794874297
111,3,35,55938,1.149063249
90,0,51,53198,1.207902929
90,0,51,84896,0.75665261
105,8,5,61160,1.05
91,0,39,49396,1.299550976
95,2,15,65979,0.972289971
92,0,63,85096,0.753827794
106,0,52,56462,1.135377599
78,0,73,78754,0.81388666
31,0,26,47873,1.337733378
93,0,57,80646,0.794045086
108,0,77,90123,0.710465253
79,0,71,83712,0.764650707
103,0,95,74066,0.862945346
20,0,40,69761,0.916007655
108,0,28,91701,0.69680407
98,0,73,95647,0.668030362
101,4,43,85974,0.743074883
50,0,25,52450,1.2176
99,1,63,80675,0.791293957
34,0,49,75477,0.845687295
91,0,46,89271,0.714593877
18,10,10,100472,0.634799745
32,0,59,80541,0.791726947
21,1,9,91224,0.698888889
102,0,81,75182,0.847747732
16,2,7,85624,0.744285714
34,0,75,60283,1.056982731
34,0,107,79501,0.801270927
23,0,73,80241,0.793687766
71,0,65,96693,0.658601864
85,0,76,71746,0.886963733
40,1,64,93264,0.682162356
82,0,34,95000,0.669690526
15,1,67,89045,0.714236622
111,1,39,56993,1.115859141
108,1,28,43915,1.447174086
76,0,71,88022,0.721764104
40,0,12,85695,0.741325632
66,0,54,80475,0.789281267
53,0,50,47419,1.339272022
73,0,63,90508,0.701515115
41,0,47,95635,0.663811052
95,0,52,88665,0.715828568
22,0,30,43997,1.442555629
81,0,50,79538,0.796849682
52,0,67,115950,0.546489866
37,1,51,79381,0.798170595
83,2,75,77582,0.816596247
88,0,61,98657,0.641866669
52,4,6,62259,1.017113992
94,0,72,90317,0.701083628
63,0,77,86916,0.72837993
46,2,19,50352,1.256990983
99,0,46,81221,0.779039657
80,0,49,76772,0.823695227
30,0,93,78991,0.800058361
79,1,29,93643,0.67474611
67,0,49,93195,0.677956972
18,0,62,83902,0.75303485
86,0,36,77225,0.817882551
43,0,78,80399,0.785563626
42,3,20,89005,0.709340599
27,1,36,53142,1.187838997
94,1,11,84655,0.745532928
98,0,54,77036,0.819158575
84,0,33,43164,1.461818182
93,1,35,45965,1.372635266
92,3,44,68873,0.915871241
75,0,48,80586,0.782426848
34,11,9,67245,0.937580192
57,0,49,75716,0.832198082
71,0,55,88604,0.711070945
14,0,19,48560,1.297306219
34,2,5,61160,1.03
35,0,82,86882,0.724723993
81,0,40,99177,0.634788005
94,0,81,85753,0.734077525
106,0,61,99202,0.634378944
95,0,54,88586,0.710252297
73,3,7,85624,0.734285714
70,1,40,70631,0.889793009
53,0,62,81546,0.770479116
82,0,48,48815,1.286855884
34,0,52,73187,0.858296282
109,0,42,56487,1.110958274
60,0,42,80686,0.776964157
94,0,69,89629,0.699150052
40,4,26,43810,1.428440995
47,0,71,76572,0.816414747
113,0,58,94925,0.658075323
54,7,13,79971,0.779887959
104,0,42,61051,1.021400632
39,0,37,75552,0.824821977
62,0,82,90889,0.685324627
69,0,75,100319,0.620769346
39,4,31,42750,1.455932164
109,0,49,95380,0.652557664
83,0,76,82886,0.750763458
70,1,41,82668,0.752550806
20,0,70,80023,0.776725316
58,0,70,83798,0.74161054
83,1,50,73964,0.839648207
55,0,59,70841,0.876578253
81,0,41,43296,1.433718588
105,0,80,63090,0.983662863
18,0,44,82596,0.751008887
51,2,34,78078,0.794455801
112,0,35,74052,0.837397234
96,0,60,73500,0.842998503
52,0,54,79706,0.777335081
36,0,46,87839,0.705171165
79,1,51,52044,1.188997963
105,0,65,78842,0.784764846
113,1,60,104351,0.592701939
39,2,49,56791,1.089030304
78,0,65,79460,0.778212056
87,0,53,83213,0.742994364
72,0,62,80734,0.765801273
19,0,50,110765,0.55817343
15,7,47,101838,0.607049628
114,2,37,62604,0.987120791
51,1,49,86330,0.715697788
95,0,40,80889,0.763638443
33,0,47,80833,0.763938119
19,0,51,81466,0.757720276
36,0,63,90863,0.678944235
42,0,58,84039,0.734023251
72,0,57,83010,0.742986146
43,0,79,90194,0.683735171
98,0,64,81662,0.754111215
90,0,42,45445,1.355081527
56,0,71,79337,0.776073711
90,0,34,91793,0.670704084
33,0,58,65833,0.935059924
63,0,75,75269,0.817348709
106,0,35,54134,1.136308789
22,0,28,79765,0.771087319
86,0,49,89006,0.690976788
98,0,10,83564,0.73567936
38,1,58,90921,0.676096501
107,0,34,102881,0.597434026
30,0,32,42050,1.46025874
60,1,14,86722,0.70785314
79,0,87,71979,0.852811931
54,0,54,71954,0.852759958
79,2,20,83302,0.73654354
103,0,34,84253,0.728149977
18,4,30,46508,1.316232906
82,0,36,47888,1.277978826
36,0,46,85335,0.717079276
31,7,53,45414,1.346975602
14,0,15,97250,0.628571517
44,0,95,76026,0.803118801
97,1,52,75015,0.813926148
72,0,64,94526,0.645575291
30,0,38,85034,0.717405391
113,15,51,67167,0.908231721
31,0,48,78489,0.776952312
63,0,65,73962,0.824283416
49,3,23,41859,1.45569101
90,0,55,72751,0.837370483
78,0,58,64594,0.943011116
35,0,31,75610,0.805359344
26,0,78,80959,0.751913932
96,0,54,67130,0.906626843
95,0,58,64240,0.947089664
46,0,37,84950,0.716192584
34,0,43,79376,0.766335668
99,0,57,87540,0.694763651
55,0,62,91011,0.667879817
100,0,59,84795,0.716748865
78,2,10,103500,0.586999807
87,0,36,68760,0.883333333
62,1,58,74908,0.810649463
94,0,45,78758,0.770872165
27,0,81,73941,0.820894497
96,0,60,88186,0.688250629
38,0,62,72630,0.835425306
107,0,26,44816,1.353867369
22,0,28,42440,1.4296336
103,0,56,86835,0.698594461
100,0,75,79162,0.765996564
18,2,7,58856,1.03
38,2,74,76240,0.795091028
96,0,45,72869,0.831767281
80,0,47,81560,0.742864272
34,0,53,70743,0.856389749
12,0,8,86723,0.698258824
51,0,67,73170,0.827588903
91,0,77,88662,0.682154474
113,0,68,82504,0.733065548
35,0,57,66811,0.904841119
72,0,40,51323,1.176348031
32,1,45,83981,0.718592062
94,0,62,79286,0.761092374
46,0,57,71068,0.848845753
41,1,57,88302,0.682957351
86,0,77,94463,0.638324741
97,0,28,72750,0.828830653
95,0,40,83080,0.7255
43,11,7,62499,0.964329669
109,0,61,85126,0.70780913
95,0,50,71439,0.843246266
83,0,41,74057,0.813431276
57,1,28,45672,1.318700298
16,0,41,79948,0.752799695
33,0,57,81750,0.735845138
104,0,40,43971,1.367751473
113,3,50,63915,0.940822029
74,4,11,70903,0.847978647
16,1,11,74784,0.803704536
37,0,45,75360,0.797246285
96,1,32,92386,0.650243543
76,0,55,91409,0.657085407
73,1,62,79377,0.756558701
45,1,38,54418,1.103523099
114,1,33,41717,1.439426133
83,0,44,77388,0.775820541
24,0,75,75387,0.796333055
35,0,80,46786,1.28204356
26,0,31,84213,0.712216641
72,0,55,95097,0.630205895
31,0,54,70492,0.849685071
81,6,15,78406,0.763890008
98,0,69,80779,0.741118979
52,1,18,76005,0.786949543
26,1,10,88788,0.67362121
31,0,62,96120,0.62216469
21,0,48,90522,0.660571242
56,2,9,74714,0.799971357
113,1,63,84674,0.705565817
33,13,11,73370,0.813636364
109,0,61,90278,0.661176809
24,0,55,76308,0.782083399
19,0,29,76647,0.77862069
89,0,46,76109,0.784000841
26,0,21,73122,0.815881267
48,0,61,93107,0.640218781
79,1,30,105909,0.562647556
92,1,43,79095,0.753221316
37,6,7,85624,0.695714286
97,0,81,82484,0.722041608
102,1,31,49504,1.202572115
60,0,56,79405,0.749712487
82,0,44,41743,1.425675443
75,0,30,42562,1.396327945
88,0,65,73072,0.813006213
37,1,10,75964,0.781935522
28,0,59,84722,0.700848186
75,3,35,42697,1.390304003
114,0,42,65658,0.903884675
54,0,60,81648,0.72681964
81,6,47,90546,0.654768847
81,0,81,78220,0.757902455
97,0,62,68784,0.861806234
57,0,45,78301,0.757046909
27,1,42,60518,0.97947718
88,2,42,85269,0.694923947
18,6,7,53692,1.103162482
86,0,49,72864,0.812725077
49,0,64,101898,0.581049186
32,0,29,41192,1.437351185
72,0,27,45867,1.290050145
98,0,33,71908,0.822704011
82,0,60,83201,0.710764534
90,0,71,74124,0.797750121
89,0,45,81578,0.7247199
33,0,40,64345,0.918675888
61,0,48,78250,0.755420703
57,0,68,75428,0.78270324
97,0,91,72913,0.809087268
107,9,30,66574,0.885915823
27,0,55,72305,0.815335316
96,1,61,80829,0.72922268
99,2,31,52138,1.12996375
96,0,85,76910,0.765663893
94,0,76,80079,0.735177762
31,0,65,79988,0.735672851
77,0,68,80245,0.733140507
26,0,109,83362,0.705422615
96,0,90,63771,0.921863543
88,0,41,83804,0.701363897
30,4,67,87169,0.67426218
72,0,57,72377,0.811419926
39,8,7,85624,0.685714286
55,0,32,46358,1.266520342
27,2,47,87515,0.670796435
81,1,33,50530,1.161700178
44,0,49,78353,0.748831953
20,0,67,96735,0.60650106
21,0,54,78534,0.746956605
63,0,16,81414,0.720098386
31,0,51,79538,0.736965727
12,1,17,95007,0.616385003
82,1,82,69588,0.841365753
54,0,39,69083,0.847488528
23,0,41,68390,0.856000731
24,0,56,92694,0.631503441
44,0,24,97867,0.598009646
93,0,37,41818,1.39931441
75,0,39,83226,0.703076923
28,1,65,89309,0.654886518
53,0,27,46514,1.257314572
67,0,64,79497,0.73549656
16,0,29,68743,0.850526308
57,0,34,85416,0.684334083
80,2,46,73101,0.799320392
30,0,38,54795,1.066140706
90,0,43,75115,0.777458963
30,0,52,68969,0.84672592
81,0,57,75446,0.77384858
93,0,47,65982,0.884623079
79,0,21,45128,1.29325585
47,0,47,63694,0.916174522
82,0,45,74632,0.781728347
82,0,35,63799,0.914372012
46,0,80,73557,0.792120532
76,0,18,80843,0.720704081
64,1,20,53323,1.092643137
70,1,56,74586,0.781062934
103,0,49,73499,0.792537449
53,0,68,76061,0.765782596
53,2,6,73392,0.793333333
56,0,54,127679,0.455938643
40,1,21,67830,0.858095238
88,0,49,64070,0.908325581
95,0,68,87081,0.668273676
111,0,70,85202,0.682023309
75,0,36,71104,0.816660666
48,0,25,43499,1.33482149
106,0,64,68124,0.851735952
109,0,51,69907,0.829807172
58,0,53,83854,0.691750662
51,0,37,77711,0.746388928
66,1,33,41928,1.382889239
87,0,22,46757,1.239995509
23,1,41,80545,0.719569433
23,0,66,92015,0.629454002
44,0,90,93966,0.616375817
94,0,63,70879,0.817082916
83,0,35,55902,1.035714465
82,0,35,85251,0.679067812
68,2,17,46397,1.246928896
112,2,41,69717,0.829597085
62,0,64,72921,0.792919598
29,0,54,63845,0.905549064
23,0,50,83834,0.689368872
75,0,47,63477,0.910236936
73,4,12,75167,0.768661248
90,0,55,85186,0.678248304
74,1,26,38789,1.489189977
12,0,14,102944,0.560795287
98,1,21,43318,1.332436401
26,0,76,73126,0.789220387
106,0,29,41143,1.40125003
84,0,32,84122,0.685331899
77,1,54,74377,0.775025209
73,0,32,55766,1.033650432
68,0,72,64322,0.895860981
45,1,37,76634,0.751621995
47,0,31,81933,0.702903226
60,0,31,73550,0.782758532
112,0,55,73722,0.780814411
73,0,40,81847,0.703059611
81,1,34,45522,1.263444269
39,2,5,61160,0.94
51,4,18,106154,0.541375926
47,0,60,85903,0.668561983
95,0,81,72708,0.789687105
37,0,63,72722,0.789229257
47,0,53,74641,0.768829464
66,0,50,68689,0.835194864
81,0,32,40592,1.413034834
86,0,59,70019,0.818839029
111,0,38,53772,1.066208436
103,0,76,73422,0.780757266
97,0,98,76335,0.750742779
90,0,41,79016,0.725187937
73,0,37,61733,0.928196103
46,0,44,43446,1.318862036
22,0,27,75917,0.754722131
74,0,62,76996,0.744064886
81,1,46,65102,0.879509078
28,0,55,82964,0.690070392
94,8,8,87591,0.653613956
49,0,63,69155,0.827563155
23,0,57,88153,0.64904609
92,0,40,66718,0.857412992
81,2,24,76925,0.743102372
67,0,57,76907,0.743209851
69,2,34,71479,0.799645071
40,0,69,72453,0.788858846
95,0,63,83598,0.68333764
20,3,44,81708,0.698985901
30,0,49,90688,0.629715288
23,0,59,79093,0.7218104
52,0,29,76647,0.744482759
63,0,63,72647,0.785325891
35,0,55,75656,0.753726208
81,0,41,67470,0.844768934
74,0,62,91815,0.620526385
53,0,71,67878,0.839344559
106,2,59,74381,0.765892499
73,0,95,76451,0.744784633
109,0,47,65003,0.87572589
65,0,20,40490,1.405455668
27,0,71,76763,0.741266105
78,4,10,76380,0.744669809
68,0,89,84070,0.676331985
27,0,45,68998,0.822271805
105,0,41,62887,0.90209948
114,0,69,92179,0.615404159
34,0,68,69358,0.817760172
96,0,45,74402,0.762287439
111,2,24,39737,1.427256713
56,0,56,85000,0.666922235
96,0,57,83433,0.679352175
21,0,48,74967,0.75562074
22,0,32,48252,1.173499337
79,0,51,77156,0.733756545
73,1,25,43886,1.289499613
111,0,39,62937,0.899042217
102,0,35,92839,0.609367723
41,0,96,81229,0.696412242
106,0,46,80667,0.701231359
48,0,73,74367,0.760014926
37,0,72,68331,0.827066485
63,4,58,64221,0.879984273
110,0,44,85760,0.658901819
113,0,45,86458,0.653396562
72,0,66,82541,0.68432585
92,1,42,79751,0.708147609
47,0,59,80298,0.703297965
42,1,51,81263,0.694876512
66,0,39,66327,0.85130128
102,0,31,38651,1.460683553
90,0,60,84179,0.670326922
56,6,45,69685,0.809556576
44,0,62,63825,0.883695104
13,0,44,68508,0.822996438
99,0,64,65406,0.861653518
55,0,53,75672,0.74474178
